,Username,Title,Country,Last_Online,Joined,lastrapid,lastblitz,lastdaily,lastbullet,recordrapid,recordblitz,recordbullet,recorddaily
4726,shivenkhosla,IM,IN,1586697595,1585039667,N/A,"{'rating': 2292, 'date': 1586701046, 'rd': 57}",N/A,N/A,N/A,"{'win': 35, 'loss': 21, 'draw': 3}",N/A,N/A
4727,shoorly,IM,AT,1585494660,1548690046,N/A,"{'rating': 2725, 'date': 1585497957, 'rd': 42}",N/A,"{'rating': 2419, 'date': 1584520554, 'rd': 56}",N/A,"{'win': 99, 'loss': 64, 'draw': 18}","{'win': 332, 'loss': 311, 'draw': 41}",N/A
4728,shosti-73,IM,RU,1572552432,1545245100,N/A,"{'rating': 2642, 'date': 1567103539, 'rd': 42}",N/A,N/A,N/A,"{'win': 1155, 'loss': 747, 'draw': 383}",N/A,N/A
4729,shota_azaladze,IM,GE,1587661575,1546883738,N/A,"{'rating': 2730, 'date': 1587566502, 'rd': 53}",N/A,"{'rating': 2290, 'date': 1587656250, 'rd': 64}",N/A,"{'win': 338, 'loss': 301, 'draw': 45}","{'win': 58, 'loss': 80, 'draw': 10}",N/A
4730,shoytan,IM,IN,1587705515,1470393011,"{'rating': 1840, 'date': 1587754180, 'rd': 287}","{'rating': 2550, 'date': 1587709167, 'rd': 37}",N/A,"{'rating': 2453, 'date': 1587705668, 'rd': 69}","{'win': 2, 'loss': 0, 'draw': 0}","{'win': 289, 'loss': 212, 'draw': 35}","{'win': 85, 'loss': 57, 'draw': 5}",N/A
4731,shukh_nikolay,IM,RU,1587673980,1497798150,"{'rating': 2218, 'date': 1587325265, 'rd': 139}","{'rating': 2530, 'date': 1587758875, 'rd': 20}",N/A,"{'rating': 2317, 'date': 1587319812, 'rd': 65}","{'win': 4, 'loss': 2, 'draw': 4}","{'win': 687, 'loss': 497, 'draw': 111}","{'win': 260, 'loss': 174, 'draw': 25}",N/A
4732,shytn,IM,TR,1586007018,1444908005,N/A,"{'rating': 2330, 'date': 1585491784, 'rd': 115}",N/A,N/A,N/A,"{'win': 14, 'loss': 8, 'draw': 4}",N/A,N/A
4733,siansell,IM,GB,1587692620,1382656829,"{'rating': 2340, 'date': 1518646328, 'rd': 271}","{'rating': 2419, 'date': 1587769754, 'rd': 24}","{'rating': 1389, 'date': 1463134387, 'rd': 268}","{'rating': 2135, 'date': 1586475053, 'rd': 65}","{'win': 0, 'loss': 0, 'draw': 2}","{'win': 3815, 'loss': 3054, 'draw': 673}","{'win': 88, 'loss': 71, 'draw': 14}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 35132, 'timeout_percent': 0}"
4734,sid_98,IM,XX,1587666396,1497072170,"{'rating': 2363, 'date': 1567927081, 'rd': 123}","{'rating': 2711, 'date': 1586885366, 'rd': 109}","{'rating': 1830, 'date': 1586452521, 'rd': 327}","{'rating': 2425, 'date': 1587132209, 'rd': 85}","{'win': 12, 'loss': 0, 'draw': 1}","{'win': 59, 'loss': 47, 'draw': 8}","{'win': 315, 'loss': 364, 'draw': 32}","{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 41851, 'timeout_percent': 0}"
4735,silasesbenlund,IM,DK,1485363269,1411814498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4736,silman,IM,JP,1587694741,1197535122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4737,sippp,IM,ID,1587462508,1293247640,N/A,"{'rating': 2720, 'date': 1587462941, 'rd': 44}","{'rating': 1918, 'date': 1465915540, 'rd': 234}","{'rating': 2652, 'date': 1580052335, 'rd': 43}",N/A,"{'win': 951, 'loss': 740, 'draw': 112}","{'win': 896, 'loss': 749, 'draw': 92}","{'win': 54, 'loss': 52, 'draw': 1, 'time_per_move': 13275, 'timeout_percent': 0}"
4738,sirjohn13,IM,CH,1575191391,1574092093,N/A,N/A,N/A,"{'rating': 2579, 'date': 1574876643, 'rd': 59}",N/A,N/A,"{'win': 30, 'loss': 10, 'draw': 1}",N/A
4739,skagoogle,IM,RU,1587459654,1455028286,N/A,"{'rating': 2677, 'date': 1587460194, 'rd': 60}",N/A,"{'rating': 2164, 'date': 1587078412, 'rd': 150}",N/A,"{'win': 383, 'loss': 259, 'draw': 54}","{'win': 21, 'loss': 11, 'draw': 1}",N/A
4740,sketchymoves,IM,US,1587693299,1577940664,"{'rating': 2294, 'date': 1587001466, 'rd': 211}","{'rating': 2671, 'date': 1587494648, 'rd': 49}",N/A,N/A,"{'win': 0, 'loss': 1, 'draw': 1}","{'win': 49, 'loss': 28, 'draw': 12}",N/A,N/A
4741,skiff134,IM,RU,1587663543,1586685964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4742,slavisamilanovic,IM,ME,1587499834,1292360021,"{'rating': 2060, 'date': 1587324863, 'rd': 81}","{'rating': 2424, 'date': 1587321702, 'rd': 75}","{'rating': 800, 'date': 1536769212, 'rd': 350}","{'rating': 2361, 'date': 1587319611, 'rd': 85}","{'win': 96, 'loss': 22, 'draw': 9}","{'win': 143, 'loss': 35, 'draw': 20}","{'win': 42, 'loss': 13, 'draw': 2}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 4419, 'timeout_percent': 0}"
4743,slim_fit,IM,NL,1587688679,1553183230,"{'rating': 2398, 'date': 1587157782, 'rd': 183}","{'rating': 2582, 'date': 1587763852, 'rd': 28}",N/A,N/A,"{'win': 12, 'loss': 0, 'draw': 2}","{'win': 1028, 'loss': 556, 'draw': 134}",N/A,N/A
4744,sloppydogg,IM,US,1587234052,1514826512,"{'rating': 2388, 'date': 1564613399, 'rd': 349}","{'rating': 2484, 'date': 1576951109, 'rd': 49}",N/A,"{'rating': 2128, 'date': 1568900890, 'rd': 79}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 301, 'loss': 199, 'draw': 62}","{'win': 18, 'loss': 2, 'draw': 1}",N/A
4745,smalltownhero,IM,NL,1587662323,1551054824,N/A,"{'rating': 2418, 'date': 1587503745, 'rd': 40}","{'rating': 1800, 'date': 1585658405, 'rd': 350}",N/A,N/A,"{'win': 561, 'loss': 455, 'draw': 54}",N/A,"{'win': 0, 'loss': 1, 'draw': 0, 'time_per_move': 28, 'timeout_percent': 100}"
4746,smilecoach123,IM,CN,1586412125,1465213713,N/A,"{'rating': 2611, 'date': 1586412388, 'rd': 69}",N/A,"{'rating': 2271, 'date': 1568451563, 'rd': 94}",N/A,"{'win': 872, 'loss': 469, 'draw': 85}","{'win': 162, 'loss': 58, 'draw': 4}",N/A
4747,smok56,IM,US,1587701732,1447821224,"{'rating': 1808, 'date': 1480130591, 'rd': 52}","{'rating': 1847, 'date': 1517756532, 'rd': 136}","{'rating': 2310, 'date': 1587391831, 'rd': 92}",N/A,"{'win': 128, 'loss': 29, 'draw': 15}","{'win': 37, 'loss': 21, 'draw': 9}",N/A,"{'win': 98, 'loss': 10, 'draw': 42, 'time_per_move': 23205, 'timeout_percent': 0}"
4748,smoothasahedgehog,IM,GB,1587672007,1391033561,"{'rating': 2418, 'date': 1586550515, 'rd': 246}","{'rating': 2675, 'date': 1587670408, 'rd': 35}","{'rating': 1945, 'date': 1577299805, 'rd': 245}","{'rating': 2613, 'date': 1586212372, 'rd': 21}","{'win': 1, 'loss': 1, 'draw': 1}","{'win': 1333, 'loss': 838, 'draw': 185}","{'win': 3418, 'loss': 2255, 'draw': 428}","{'win': 83, 'loss': 18, 'draw': 6, 'time_per_move': 27165, 'timeout_percent': 0}"
4749,snail28,IM,US,1587664304,1433636273,"{'rating': 2013, 'date': 1578337453, 'rd': 185}","{'rating': 2380, 'date': 1587771592, 'rd': 28}","{'rating': 1625, 'date': 1583433603, 'rd': 126}","{'rating': 2435, 'date': 1583426821, 'rd': 120}","{'win': 9, 'loss': 6, 'draw': 3}","{'win': 513, 'loss': 555, 'draw': 96}","{'win': 47, 'loss': 38, 'draw': 9}","{'win': 119, 'loss': 46, 'draw': 11, 'time_per_move': 55181, 'timeout_percent': 0}"
4750,snorre85,IM,AT,1586619691,1420472712,"{'rating': 2300, 'date': 1462734780, 'rd': 88}","{'rating': 2467, 'date': 1586620456, 'rd': 48}",N/A,N/A,"{'win': 19, 'loss': 2, 'draw': 0}","{'win': 1189, 'loss': 826, 'draw': 224}",N/A,N/A
4751,snowball-03,IM,RU,1587683320,1550756022,"{'rating': 1837, 'date': 1577825799, 'rd': 326}","{'rating': 2169, 'date': 1587254209, 'rd': 47}",N/A,"{'rating': 2090, 'date': 1586448977, 'rd': 35}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 63, 'loss': 39, 'draw': 13}","{'win': 174, 'loss': 144, 'draw': 18}",N/A
4752,soltanicir,IM,MD,1587671373,1280253102,N/A,"{'rating': 2522, 'date': 1587769808, 'rd': 19}",N/A,N/A,N/A,"{'win': 1907, 'loss': 1807, 'draw': 367}",N/A,N/A
4753,soluckythough,IM,GR,1587581030,1583428379,N/A,"{'rating': 2471, 'date': 1587323901, 'rd': 67}",N/A,N/A,N/A,"{'win': 27, 'loss': 15, 'draw': 2}",N/A,N/A
4754,solver75,IM,PL,1587682968,1449242293,N/A,"{'rating': 2326, 'date': 1585134258, 'rd': 51}","{'rating': 1390, 'date': 1571917207, 'rd': 349}","{'rating': 2007, 'date': 1576121910, 'rd': 35}",N/A,"{'win': 146, 'loss': 73, 'draw': 14}","{'win': 83, 'loss': 18, 'draw': 2}","{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 22318, 'timeout_percent': 0}"
4755,sombrini,IM,PT,1587695573,1442976376,"{'rating': 1924, 'date': 1581972638, 'rd': 257}","{'rating': 2456, 'date': 1587777262, 'rd': 23}","{'rating': 1401, 'date': 1563146053, 'rd': 346}","{'rating': 1929, 'date': 1545506703, 'rd': 65}","{'win': 0, 'loss': 0, 'draw': 1}","{'win': 3862, 'loss': 3080, 'draw': 316}","{'win': 37, 'loss': 31, 'draw': 1}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 12064, 'timeout_percent': 0}"
4756,sommerpower,IM,AT,1587675647,1545553187,N/A,"{'rating': 2523, 'date': 1551482121, 'rd': 71}",N/A,N/A,N/A,"{'win': 18, 'loss': 4, 'draw': 5}",N/A,N/A
4757,soolking67,IM,DZ,1559673988,1553892007,"{'rating': 2510, 'date': 1557240539, 'rd': 100}","{'rating': 2544, 'date': 1559681950, 'rd': 48}","{'rating': 1662, 'date': 1572525603, 'rd': 55}","{'rating': 2025, 'date': 1559666344, 'rd': 57}","{'win': 9, 'loss': 0, 'draw': 2}","{'win': 98, 'loss': 39, 'draw': 7}","{'win': 62, 'loss': 27, 'draw': 3}","{'win': 60, 'loss': 77, 'draw': 22, 'time_per_move': 8242, 'timeout_percent': 0}"
4758,sopiko91,IM,GE,1587395784,1472663570,N/A,"{'rating': 2407, 'date': 1584189443, 'rd': 47}",N/A,"{'rating': 2038, 'date': 1563819185, 'rd': 72}",N/A,"{'win': 82, 'loss': 65, 'draw': 13}","{'win': 16, 'loss': 12, 'draw': 0}",N/A
4759,sosat98,IM,AR,1587668707,1426638182,"{'rating': 2508, 'date': 1578598505, 'rd': 347}","{'rating': 2650, 'date': 1587408827, 'rd': 42}","{'rating': 1008, 'date': 1508950017, 'rd': 296}","{'rating': 2488, 'date': 1584201396, 'rd': 75}","{'win': 0, 'loss': 0, 'draw': 1}","{'win': 403, 'loss': 327, 'draw': 77}","{'win': 105, 'loss': 53, 'draw': 5}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 80, 'timeout_percent': 0}"
4760,soumeow,IM,IN,1587655046,1476114355,N/A,"{'rating': 1990, 'date': 1587654835, 'rd': 88}",N/A,"{'rating': 1797, 'date': 1555398592, 'rd': 115}",N/A,"{'win': 83, 'loss': 56, 'draw': 5}","{'win': 6, 'loss': 3, 'draw': 0}",N/A
4761,spalir,IM,SI,1587705645,1245612517,N/A,"{'rating': 2561, 'date': 1587661020, 'rd': 31}","{'rating': 1533, 'date': 1443016938, 'rd': 157}","{'rating': 2328, 'date': 1587296124, 'rd': 40}",N/A,"{'win': 2429, 'loss': 1720, 'draw': 455}","{'win': 3068, 'loss': 1328, 'draw': 250}","{'win': 146, 'loss': 70, 'draw': 28, 'time_per_move': 49055, 'timeout_percent': 0}"
4762,spaskozhuharov,IM,BG,1587669467,1524297093,"{'rating': 1918, 'date': 1551025878, 'rd': 206}","{'rating': 2661, 'date': 1581585268, 'rd': 67}","{'rating': 1837, 'date': 1549654237, 'rd': 325}",N/A,"{'win': 5, 'loss': 1, 'draw': 0}","{'win': 164, 'loss': 83, 'draw': 19}",N/A,"{'win': 8, 'loss': 0, 'draw': 0, 'time_per_move': 20694, 'timeout_percent': 0}"
4763,spectralsoul,IM,CO,1587667535,1377991886,N/A,"{'rating': 2869, 'date': 1584732462, 'rd': 45}","{'rating': 2317, 'date': 1560177006, 'rd': 172}","{'rating': 2907, 'date': 1584655434, 'rd': 50}",N/A,"{'win': 1100, 'loss': 873, 'draw': 183}","{'win': 2299, 'loss': 2083, 'draw': 283}","{'win': 98, 'loss': 5, 'draw': 9, 'time_per_move': 18500, 'timeout_percent': 0}"
4764,spectre93,IM,AL,1587120070,1462794632,N/A,"{'rating': 2528, 'date': 1584834749, 'rd': 52}","{'rating': 1038, 'date': 1540325483, 'rd': 270}",N/A,N/A,"{'win': 393, 'loss': 284, 'draw': 44}",N/A,"{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 1064, 'timeout_percent': 0}"
4765,speedoflight0,IM,US,1587445227,1584146334,"{'rating': 1585, 'date': 1587313355, 'rd': 247}","{'rating': 2755, 'date': 1586977794, 'rd': 48}",N/A,N/A,"{'win': 4, 'loss': 0, 'draw': 0}","{'win': 56, 'loss': 34, 'draw': 12}",N/A,N/A
4766,spinaltap,IM,US,1587677604,1248957933,"{'rating': 2355, 'date': 1586469171, 'rd': 185}","{'rating': 2634, 'date': 1585728729, 'rd': 58}","{'rating': 1973, 'date': 1529858969, 'rd': 231}","{'rating': 2609, 'date': 1541728501, 'rd': 238}","{'win': 16, 'loss': 16, 'draw': 4}","{'win': 2989, 'loss': 1525, 'draw': 368}","{'win': 20, 'loss': 2, 'draw': 0}","{'win': 22, 'loss': 13, 'draw': 3, 'time_per_move': 81682, 'timeout_percent': 0}"
4767,sputnik-11,IM,RU,1587531559,1532671691,N/A,"{'rating': 2351, 'date': 1583312473, 'rd': 57}","{'rating': 2090, 'date': 1585653006, 'rd': 152}",N/A,N/A,"{'win': 1535, 'loss': 1234, 'draw': 128}",N/A,"{'win': 14, 'loss': 0, 'draw': 1, 'time_per_move': 128496, 'timeout_percent': 0}"
4768,squirlolz,IM,XE,1587579033,1341411467,"{'rating': 1925, 'date': 1587408395, 'rd': 168}","{'rating': 2534, 'date': 1587586489, 'rd': 37}",N/A,"{'rating': 2422, 'date': 1486815122, 'rd': 92}","{'win': 5, 'loss': 3, 'draw': 0}","{'win': 191, 'loss': 195, 'draw': 27}","{'win': 74, 'loss': 39, 'draw': 11}",N/A
4769,ssj4_vegeta,IM,RU,1587692221,1580303433,N/A,"{'rating': 2657, 'date': 1587761571, 'rd': 25}",N/A,N/A,N/A,"{'win': 233, 'loss': 212, 'draw': 29}",N/A,N/A
4770,stameny,IM,BR,1587643288,1275014636,"{'rating': 1625, 'date': 1586869673, 'rd': 297}","{'rating': 2517, 'date': 1586885881, 'rd': 82}",N/A,"{'rating': 2505, 'date': 1550251443, 'rd': 156}","{'win': 12, 'loss': 0, 'draw': 1}","{'win': 89, 'loss': 39, 'draw': 11}","{'win': 175, 'loss': 95, 'draw': 15}",N/A
4771,stanislavsev,IM,BY,1542541745,1535137321,N/A,"{'rating': 1953, 'date': 1535138026, 'rd': 290}",N/A,"{'rating': 2000, 'date': 1535187808, 'rd': 291}",N/A,"{'win': 1, 'loss': 0, 'draw': 0}","{'win': 0, 'loss': 1, 'draw': 0}",N/A
4772,starworld123,IM,IN,1587673387,1517848179,N/A,"{'rating': 2629, 'date': 1587494975, 'rd': 28}","{'rating': 1722, 'date': 1587551168, 'rd': 208}","{'rating': 2702, 'date': 1587295679, 'rd': 21}",N/A,"{'win': 1019, 'loss': 957, 'draw': 204}","{'win': 2654, 'loss': 2656, 'draw': 369}","{'win': 2, 'loss': 0, 'draw': 1, 'time_per_move': 52206, 'timeout_percent': 0}"
4773,stiffmaster1,IM,BO,1587407204,1586649432,N/A,"{'rating': 2401, 'date': 1587349373, 'rd': 98}",N/A,N/A,N/A,"{'win': 8, 'loss': 9, 'draw': 2}",N/A,N/A
4774,strewww,IM,BE,1495308232,1414017553,N/A,"{'rating': 2429, 'date': 1495308987, 'rd': 47}",N/A,"{'rating': 2473, 'date': 1489478787, 'rd': 42}",N/A,"{'win': 632, 'loss': 484, 'draw': 67}","{'win': 725, 'loss': 538, 'draw': 54}",N/A
4775,struppi,IM,DE,1586328787,1504102193,N/A,"{'rating': 2505, 'date': 1555258273, 'rd': 34}",N/A,"{'rating': 2300, 'date': 1586328920, 'rd': 36}",N/A,"{'win': 235, 'loss': 203, 'draw': 45}","{'win': 6490, 'loss': 7918, 'draw': 561}",N/A
4776,suneebaker,IM,GB,1587693254,1364823227,N/A,"{'rating': 2254, 'date': 1587648890, 'rd': 26}",N/A,"{'rating': 2300, 'date': 1587471847, 'rd': 70}",N/A,"{'win': 992, 'loss': 712, 'draw': 170}","{'win': 60, 'loss': 67, 'draw': 2}",N/A
4777,sunrise777,IM,UA,1587705718,1529305236,"{'rating': 2626, 'date': 1578062916, 'rd': 270}","{'rating': 2810, 'date': 1576331855, 'rd': 37}","{'rating': 2061, 'date': 1581405603, 'rd': 111}","{'rating': 2580, 'date': 1579638847, 'rd': 35}","{'win': 5, 'loss': 0, 'draw': 0}","{'win': 163, 'loss': 133, 'draw': 39}","{'win': 1408, 'loss': 1175, 'draw': 156}","{'win': 52, 'loss': 19, 'draw': 0, 'time_per_move': 45573, 'timeout_percent': 0}"
4778,superbueno,IM,CR,1587401934,1321136019,"{'rating': 1824, 'date': 1550944290, 'rd': 225}","{'rating': 2424, 'date': 1573320225, 'rd': 81}",N/A,N/A,"{'win': 1, 'loss': 1, 'draw': 2}","{'win': 41, 'loss': 18, 'draw': 2}",N/A,N/A
4779,superfinehipster,IM,US,1587699154,1457066672,"{'rating': 2088, 'date': 1583429598, 'rd': 85}","{'rating': 2714, 'date': 1587570705, 'rd': 30}","{'rating': 1596, 'date': 1584327937, 'rd': 153}","{'rating': 2615, 'date': 1587699049, 'rd': 30}","{'win': 23, 'loss': 11, 'draw': 4}","{'win': 595, 'loss': 431, 'draw': 59}","{'win': 836, 'loss': 632, 'draw': 62}","{'win': 14, 'loss': 0, 'draw': 0, 'time_per_move': 71881, 'timeout_percent': 0}"
4780,superjem123,IM,PH,1587601010,1357711671,N/A,"{'rating': 2701, 'date': 1577111416, 'rd': 109}",N/A,"{'rating': 2520, 'date': 1585467690, 'rd': 63}",N/A,"{'win': 185, 'loss': 71, 'draw': 16}","{'win': 82, 'loss': 36, 'draw': 7}",N/A
4781,supernotar,IM,UA,1587671970,1464858475,"{'rating': 2223, 'date': 1586105390, 'rd': 118}","{'rating': 2585, 'date': 1587767939, 'rd': 29}",N/A,"{'rating': 2364, 'date': 1587149679, 'rd': 41}","{'win': 6, 'loss': 4, 'draw': 4}","{'win': 822, 'loss': 649, 'draw': 183}","{'win': 1852, 'loss': 950, 'draw': 152}",N/A
4782,superperrazo,IM,ES,1586092253,1301098225,N/A,"{'rating': 2500, 'date': 1560835908, 'rd': 38}",N/A,"{'rating': 2454, 'date': 1565604685, 'rd': 247}",N/A,"{'win': 251, 'loss': 200, 'draw': 14}","{'win': 1, 'loss': 0, 'draw': 0}",N/A
4783,superstructure,IM,FR,1587497993,1510174766,N/A,"{'rating': 2427, 'date': 1586291293, 'rd': 39}",N/A,"{'rating': 2408, 'date': 1585076428, 'rd': 203}",N/A,"{'win': 278, 'loss': 142, 'draw': 38}","{'win': 1, 'loss': 1, 'draw': 0}",N/A
4784,supertfc,IM,FR,1587337271,1351546526,N/A,"{'rating': 2387, 'date': 1581517746, 'rd': 44}","{'rating': 1174, 'date': 1580232873, 'rd': 290}","{'rating': 1784, 'date': 1558533605, 'rd': 249}",N/A,"{'win': 112, 'loss': 59, 'draw': 12}","{'win': 0, 'loss': 1, 'draw': 0}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 11253, 'timeout_percent': 0}"
4785,supervolvo,IM,US,1585167606,1313979480,N/A,"{'rating': 2069, 'date': 1518471014, 'rd': 231}",N/A,"{'rating': 1862, 'date': 1378170016, 'rd': 66}",N/A,"{'win': 11, 'loss': 0, 'draw': 0}","{'win': 31, 'loss': 7, 'draw': 0}",N/A
4786,sven_tica,IM,HR,1587670731,1432582294,N/A,"{'rating': 2637, 'date': 1587242077, 'rd': 39}","{'rating': 2260, 'date': 1587637802, 'rd': 83}","{'rating': 2514, 'date': 1587671326, 'rd': 28}",N/A,"{'win': 514, 'loss': 415, 'draw': 94}","{'win': 772, 'loss': 672, 'draw': 73}","{'win': 339, 'loss': 139, 'draw': 47, 'time_per_move': 22255, 'timeout_percent': 0}"
4787,svetlin_mladenov,IM,US,1563622618,1384804866,N/A,"{'rating': 2332, 'date': 1548519074, 'rd': 96}",N/A,"{'rating': 2254, 'date': 1501039311, 'rd': 68}",N/A,"{'win': 1352, 'loss': 1085, 'draw': 185}","{'win': 952, 'loss': 677, 'draw': 54}",N/A
4788,swarnapuri,IM,IN,1587563209,1252223981,"{'rating': 2332, 'date': 1586323442, 'rd': 231}","{'rating': 2697, 'date': 1587491860, 'rd': 59}",N/A,"{'rating': 1385, 'date': 1484753082, 'rd': 291}","{'win': 12, 'loss': 3, 'draw': 0}","{'win': 220, 'loss': 130, 'draw': 30}","{'win': 1, 'loss': 0, 'draw': 0}",N/A
4789,swearinggod,IM,IN,1587475233,1562407124,N/A,N/A,N/A,"{'rating': 2429, 'date': 1563526155, 'rd': 252}",N/A,N/A,"{'win': 1, 'loss': 0, 'draw': 0}",N/A
4790,swimmerchess,IM,IN,1587670724,1484514108,"{'rating': 2322, 'date': 1574086101, 'rd': 239}","{'rating': 2882, 'date': 1587764535, 'rd': 19}",N/A,"{'rating': 2615, 'date': 1587669801, 'rd': 31}","{'win': 1, 'loss': 0, 'draw': 2}","{'win': 1355, 'loss': 1058, 'draw': 278}","{'win': 177, 'loss': 125, 'draw': 21}",N/A
4791,switlave,IM,RU,1587625597,1537987901,N/A,"{'rating': 2543, 'date': 1579993841, 'rd': 66}",N/A,"{'rating': 1999, 'date': 1581024201, 'rd': 107}",N/A,"{'win': 554, 'loss': 340, 'draw': 57}","{'win': 16, 'loss': 8, 'draw': 1}",N/A
4792,swordfish55,IM,NL,1579285484,1406741425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4793,sxsw1,IM,US,1552256185,1551814849,"{'rating': 2332, 'date': 1552255422, 'rd': 198}","{'rating': 2562, 'date': 1552234196, 'rd': 290}",N/A,"{'rating': 2240, 'date': 1552247297, 'rd': 178}","{'win': 1, 'loss': 2, 'draw': 1}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 1, 'loss': 2, 'draw': 0}",N/A
4794,t-jam,IM,NL,1587672343,1499773090,N/A,"{'rating': 2275, 'date': 1587756111, 'rd': 69}","{'rating': 1802, 'date': 1575658738, 'rd': 116}",N/A,N/A,"{'win': 549, 'loss': 355, 'draw': 89}",N/A,"{'win': 14, 'loss': 2, 'draw': 6, 'time_per_move': 110367, 'timeout_percent': 0}"
4795,t0themoon,IM,US,1585167244,1550297595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4796,taabling,IM,DK,1587672878,1211782408,N/A,"{'rating': 2362, 'date': 1587714966, 'rd': 32}","{'rating': 1912, 'date': 1440005336, 'rd': 138}","{'rating': 1964, 'date': 1572809181, 'rd': 73}",N/A,"{'win': 2001, 'loss': 1583, 'draw': 210}","{'win': 100, 'loss': 72, 'draw': 5}","{'win': 18, 'loss': 7, 'draw': 1, 'time_per_move': 52363, 'timeout_percent': 0}"
4797,tabamsey,IM,DE,1587620407,1418982123,N/A,"{'rating': 2469, 'date': 1587728721, 'rd': 58}",N/A,"{'rating': 2295, 'date': 1571516972, 'rd': 177}",N/A,"{'win': 151, 'loss': 85, 'draw': 22}","{'win': 28, 'loss': 10, 'draw': 3}",N/A
4798,tacticalon,IM,XB,1587060314,1547719402,N/A,"{'rating': 2738, 'date': 1583263212, 'rd': 82}",N/A,"{'rating': 2558, 'date': 1559719243, 'rd': 43}",N/A,"{'win': 193, 'loss': 117, 'draw': 22}","{'win': 83, 'loss': 50, 'draw': 4}",N/A
4799,tacticotacotacoh,IM,FR,1497208603,1496350952,N/A,"{'rating': 2290, 'date': 1497210688, 'rd': 49}",N/A,N/A,N/A,"{'win': 39, 'loss': 17, 'draw': 4}",N/A,N/A
4800,tadejsakelsek,IM,SI,1587625477,1474190426,N/A,"{'rating': 2400, 'date': 1587323104, 'rd': 121}",N/A,N/A,N/A,"{'win': 83, 'loss': 35, 'draw': 3}",N/A,N/A
4801,taleofyore,IM,EH,1587644711,1565730313,N/A,"{'rating': 2464, 'date': 1587731818, 'rd': 27}",N/A,N/A,N/A,"{'win': 814, 'loss': 548, 'draw': 144}",N/A,N/A
4802,tania_s,IM,IN,1587380198,1376818459,N/A,"{'rating': 2386, 'date': 1587321820, 'rd': 58}",N/A,"{'rating': 2301, 'date': 1587756419, 'rd': 58}",N/A,"{'win': 55, 'loss': 37, 'draw': 11}","{'win': 14, 'loss': 24, 'draw': 4}",N/A
4803,tapanisammalvuo,IM,FI,1574238864,1483508214,N/A,"{'rating': 2464, 'date': 1550051110, 'rd': 113}",N/A,N/A,N/A,"{'win': 27, 'loss': 8, 'draw': 2}",N/A,N/A
4804,tapu2,IM,IN,1587662757,1568520865,N/A,"{'rating': 2485, 'date': 1587717884, 'rd': 32}",N/A,N/A,N/A,"{'win': 82, 'loss': 70, 'draw': 13}",N/A,N/A
4805,targeta,IM,IN,1587704816,1503858222,"{'rating': 1952, 'date': 1581065939, 'rd': 137}","{'rating': 2452, 'date': 1587724851, 'rd': 67}",N/A,"{'rating': 2366, 'date': 1587647153, 'rd': 19}","{'win': 5, 'loss': 4, 'draw': 1}","{'win': 158, 'loss': 155, 'draw': 24}","{'win': 4316, 'loss': 4755, 'draw': 385}",N/A
4806,tash_boy,IM,UZ,1587667248,1440999635,N/A,"{'rating': 2672, 'date': 1587518674, 'rd': 40}",N/A,"{'rating': 2524, 'date': 1568724825, 'rd': 47}",N/A,"{'win': 1516, 'loss': 1593, 'draw': 207}","{'win': 336, 'loss': 259, 'draw': 19}",N/A
4807,tatjanavasilevich,IM,RU,1587693467,1574924693,"{'rating': 1226, 'date': 1587742600, 'rd': 78}","{'rating': 2400, 'date': 1587321901, 'rd': 34}",N/A,N/A,"{'win': 5, 'loss': 8, 'draw': 14}","{'win': 87, 'loss': 46, 'draw': 7}",N/A,N/A
4808,tatosarane,IM,TH,1587056523,1451316758,"{'rating': 2335, 'date': 1516300757, 'rd': 254}","{'rating': 2296, 'date': 1550953857, 'rd': 80}","{'rating': 800, 'date': 1550415390, 'rd': 350}",N/A,"{'win': 1, 'loss': 1, 'draw': 0}","{'win': 111, 'loss': 61, 'draw': 8}",N/A,"{'win': 0, 'loss': 1, 'draw': 0, 'time_per_move': 282, 'timeout_percent': 0}"
