,Username,Title,Country,Last_Online,Joined,lastrapid,lastblitz,lastdaily,lastbullet,recordrapid,recordblitz,recordbullet,recorddaily
0,0tiara0,NM,BR,1587690696,1533318496,N/A,"{'rating': 1974, 'date': 1587587134, 'rd': 41}",N/A,"{'rating': 1955, 'date': 1571192523, 'rd': 65}",N/A,"{'win': 576, 'loss': 575, 'draw': 68}","{'win': 52, 'loss': 29, 'draw': 3}",N/A
1,11qq11,NM,US,1587532458,1329628001,"{'rating': 1804, 'date': 1584832344, 'rd': 213}","{'rating': 2275, 'date': 1587767148, 'rd': 34}","{'rating': 1693, 'date': 1546204226, 'rd': 84}","{'rating': 2301, 'date': 1582782382, 'rd': 62}","{'win': 48, 'loss': 44, 'draw': 2}","{'win': 2908, 'loss': 2504, 'draw': 365}","{'win': 2472, 'loss': 1682, 'draw': 210}","{'win': 778, 'loss': 517, 'draw': 139, 'time_per_move': 22391, 'timeout_percent': 0}"
2,12teen,NM,CA,1587697362,1436832385,"{'rating': 2400, 'date': 1586024931, 'rd': 314}","{'rating': 2775, 'date': 1587494993, 'rd': 34}","{'rating': 1120, 'date': 1586210404, 'rd': 276}","{'rating': 2888, 'date': 1587702352, 'rd': 28}","{'win': 2, 'loss': 1, 'draw': 0}","{'win': 1003, 'loss': 862, 'draw': 141}","{'win': 2364, 'loss': 2027, 'draw': 240}","{'win': 0, 'loss': 9, 'draw': 0, 'time_per_move': 41007, 'timeout_percent': 100}"
3,190l,NM,US,1587438185,1387637030,N/A,"{'rating': 2076, 'date': 1587438497, 'rd': 44}","{'rating': 1891, 'date': 1433494932, 'rd': 62}","{'rating': 1884, 'date': 1587766334, 'rd': 40}",N/A,"{'win': 2777, 'loss': 2857, 'draw': 317}","{'win': 5514, 'loss': 5228, 'draw': 370}","{'win': 81, 'loss': 83, 'draw': 5, 'time_per_move': 14001, 'timeout_percent': 0}"
4,1b31-0,NM,US,1587578505,1484709881,"{'rating': 2128, 'date': 1548394167, 'rd': 326}","{'rating': 2315, 'date': 1587769874, 'rd': 49}","{'rating': 1914, 'date': 1587768908, 'rd': 59}","{'rating': 2180, 'date': 1587770064, 'rd': 39}","{'win': 3, 'loss': 0, 'draw': 0}","{'win': 628, 'loss': 471, 'draw': 101}","{'win': 723, 'loss': 536, 'draw': 87}","{'win': 129, 'loss': 47, 'draw': 14, 'time_per_move': 42372, 'timeout_percent': 4.35}"
5,1d31-0,NM,US,1587693261,1527112415,"{'rating': 2028, 'date': 1586014362, 'rd': 70}","{'rating': 2424, 'date': 1587771106, 'rd': 20}","{'rating': 1971, 'date': 1587581881, 'rd': 55}","{'rating': 2115, 'date': 1586616926, 'rd': 52}","{'win': 27, 'loss': 8, 'draw': 5}","{'win': 1250, 'loss': 1283, 'draw': 268}","{'win': 113, 'loss': 59, 'draw': 13}","{'win': 94, 'loss': 25, 'draw': 40, 'time_per_move': 20594, 'timeout_percent': 0}"
6,1d4_1-0,NM,US,1587690860,1405785283,"{'rating': 2069, 'date': 1587585113, 'rd': 147}","{'rating': 2073, 'date': 1587683598, 'rd': 49}","{'rating': 1876, 'date': 1581046020, 'rd': 84}","{'rating': 1944, 'date': 1584501257, 'rd': 100}","{'win': 16, 'loss': 17, 'draw': 5}","{'win': 318, 'loss': 210, 'draw': 35}","{'win': 35, 'loss': 23, 'draw': 3}","{'win': 40, 'loss': 33, 'draw': 1, 'time_per_move': 31025, 'timeout_percent': 0}"
7,1e41-o,NM,US,1587695768,1546393876,"{'rating': 2205, 'date': 1587168234, 'rd': 104}","{'rating': 2556, 'date': 1587664391, 'rd': 38}","{'rating': 1783, 'date': 1587742432, 'rd': 67}","{'rating': 2307, 'date': 1587740080, 'rd': 31}","{'win': 41, 'loss': 4, 'draw': 4}","{'win': 758, 'loss': 522, 'draw': 72}","{'win': 1529, 'loss': 1494, 'draw': 178}","{'win': 51, 'loss': 16, 'draw': 7, 'time_per_move': 30075, 'timeout_percent': 0}"
8,1g41-0,NM,US,1587699494,1486226780,"{'rating': 2139, 'date': 1587335620, 'rd': 74}","{'rating': 2486, 'date': 1587754717, 'rd': 23}","{'rating': 1930, 'date': 1587678770, 'rd': 54}","{'rating': 2378, 'date': 1587664836, 'rd': 26}","{'win': 298, 'loss': 156, 'draw': 27}","{'win': 3104, 'loss': 2781, 'draw': 453}","{'win': 1498, 'loss': 1309, 'draw': 153}","{'win': 472, 'loss': 184, 'draw': 75, 'time_per_move': 12018, 'timeout_percent': 0}"
9,1lec,NM,US,1587699484,1355460208,"{'rating': 1961, 'date': 1586743492, 'rd': 172}","{'rating': 2188, 'date': 1587637921, 'rd': 31}","{'rating': 1826, 'date': 1585762802, 'rd': 99}","{'rating': 2067, 'date': 1587776866, 'rd': 86}","{'win': 90, 'loss': 60, 'draw': 10}","{'win': 1497, 'loss': 1055, 'draw': 124}","{'win': 1715, 'loss': 1154, 'draw': 100}","{'win': 450, 'loss': 191, 'draw': 22, 'time_per_move': 17532, 'timeout_percent': 0}"
10,2012vachamp,NM,US,1587696468,1356021506,"{'rating': 1803, 'date': 1537910022, 'rd': 292}","{'rating': 2303, 'date': 1584545922, 'rd': 91}","{'rating': 2114, 'date': 1571502539, 'rd': 243}","{'rating': 2280, 'date': 1586035111, 'rd': 35}","{'win': 0, 'loss': 1, 'draw': 0}","{'win': 262, 'loss': 101, 'draw': 18}","{'win': 20074, 'loss': 2310, 'draw': 416}","{'win': 48, 'loss': 1, 'draw': 1, 'time_per_move': 12933, 'timeout_percent': 0}"
11,2.17E+12,NM,CA,1587701210,1514048892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12,2346pl,NM,PL,1587675859,1333877209,"{'rating': 2124, 'date': 1515613365, 'rd': 136}","{'rating': 2472, 'date': 1587763355, 'rd': 28}","{'rating': 1378, 'date': 1466704335, 'rd': 249}","{'rating': 2223, 'date': 1587759333, 'rd': 37}","{'win': 13, 'loss': 8, 'draw': 0}","{'win': 2151, 'loss': 1504, 'draw': 331}","{'win': 551, 'loss': 382, 'draw': 52}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 32, 'timeout_percent': 0}"
13,2bf41-0,NM,EE,1587702228,1465836906,"{'rating': 1835, 'date': 1499970813, 'rd': 133}","{'rating': 2464, 'date': 1587611394, 'rd': 54}","{'rating': 1777, 'date': 1587248805, 'rd': 106}","{'rating': 2355, 'date': 1587612457, 'rd': 61}","{'win': 10, 'loss': 3, 'draw': 1}","{'win': 122, 'loss': 123, 'draw': 23}","{'win': 577, 'loss': 470, 'draw': 63}","{'win': 23, 'loss': 2, 'draw': 1, 'time_per_move': 11381, 'timeout_percent': 0}"
14,2tilted,NM,US,1587599810,1512620568,"{'rating': 1830, 'date': 1537145800, 'rd': 173}","{'rating': 2240, 'date': 1587599534, 'rd': 30}","{'rating': 1697, 'date': 1547253168, 'rd': 269}","{'rating': 2295, 'date': 1583191213, 'rd': 42}","{'win': 0, 'loss': 11, 'draw': 0}","{'win': 1824, 'loss': 1689, 'draw': 267}","{'win': 1689, 'loss': 1485, 'draw': 211}","{'win': 2, 'loss': 0, 'draw': 1, 'time_per_move': 1117, 'timeout_percent': 0}"
15,39clues,NM,US,1585003686,1340852680,"{'rating': 2003, 'date': 1578678713, 'rd': 189}","{'rating': 2019, 'date': 1584924587, 'rd': 51}","{'rating': 1908, 'date': 1504930433, 'rd': 221}","{'rating': 1965, 'date': 1585003575, 'rd': 38}","{'win': 38, 'loss': 9, 'draw': 3}","{'win': 1439, 'loss': 1234, 'draw': 108}","{'win': 2476, 'loss': 2236, 'draw': 166}","{'win': 6, 'loss': 2, 'draw': 0, 'time_per_move': 39482, 'timeout_percent': 0}"
16,3ptdka,NM,US,1587696989,1298164419,"{'rating': 2043, 'date': 1582852117, 'rd': 198}","{'rating': 2408, 'date': 1587759655, 'rd': 26}","{'rating': 2015, 'date': 1544092808, 'rd': 161}","{'rating': 2243, 'date': 1587305761, 'rd': 35}","{'win': 30, 'loss': 53, 'draw': 5}","{'win': 3725, 'loss': 3939, 'draw': 577}","{'win': 1114, 'loss': 1108, 'draw': 121}","{'win': 151, 'loss': 119, 'draw': 17, 'time_per_move': 19642, 'timeout_percent': 0}"
17,64life,NM,US,1564704498,1559336432,"{'rating': 2156, 'date': 1564644849, 'rd': 58}","{'rating': 1908, 'date': 1564588195, 'rd': 26}",N/A,N/A,"{'win': 40, 'loss': 10, 'draw': 2}","{'win': 266, 'loss': 236, 'draw': 25}",N/A,N/A
18,827883,NM,US,1587689035,1442879235,"{'rating': 1906, 'date': 1587769263, 'rd': 177}","{'rating': 2138, 'date': 1587773392, 'rd': 61}","{'rating': 949, 'date': 1540225812, 'rd': 162}","{'rating': 2068, 'date': 1587765542, 'rd': 82}","{'win': 8, 'loss': 2, 'draw': 0}","{'win': 205, 'loss': 125, 'draw': 21}","{'win': 107, 'loss': 67, 'draw': 7}","{'win': 5, 'loss': 1, 'draw': 0, 'time_per_move': 9547, 'timeout_percent': 0}"
19,911master,NM,US,1587676963,1390175693,"{'rating': 1602, 'date': 1587305228, 'rd': 168}","{'rating': 1943, 'date': 1587759714, 'rd': 28}","{'rating': 800, 'date': 1417302131, 'rd': 350}",N/A,"{'win': 73, 'loss': 36, 'draw': 6}","{'win': 8532, 'loss': 7436, 'draw': 519}",N/A,"{'win': 1, 'loss': 1, 'draw': 0, 'time_per_move': 111365, 'timeout_percent': 0}"
20,aaronmaster123,NM,US,1587689581,1310690798,"{'rating': 2119, 'date': 1550943686, 'rd': 197}","{'rating': 2312, 'date': 1587748553, 'rd': 38}","{'rating': 2044, 'date': 1437414412, 'rd': 79}","{'rating': 2146, 'date': 1587688589, 'rd': 41}","{'win': 5, 'loss': 0, 'draw': 3}","{'win': 5578, 'loss': 5405, 'draw': 896}","{'win': 3111, 'loss': 3219, 'draw': 422}","{'win': 42, 'loss': 25, 'draw': 14, 'time_per_move': 8351, 'timeout_percent': 0}"
21,aborigen_came,NM,UA,1587674604,1472283822,"{'rating': 2340, 'date': 1587557539, 'rd': 164}","{'rating': 2729, 'date': 1586309788, 'rd': 44}",N/A,"{'rating': 2526, 'date': 1586101066, 'rd': 65}","{'win': 9, 'loss': 1, 'draw': 1}","{'win': 2236, 'loss': 1751, 'draw': 527}","{'win': 136, 'loss': 97, 'draw': 18}",N/A
22,abund,NM,XX,1587638307,1519719648,N/A,"{'rating': 2671, 'date': 1587314138, 'rd': 31}",N/A,"{'rating': 2623, 'date': 1587549409, 'rd': 32}",N/A,"{'win': 311, 'loss': 305, 'draw': 55}","{'win': 252, 'loss': 329, 'draw': 51}",N/A
23,ace_mar,NM,US,1587494814,1396485746,"{'rating': 2211, 'date': 1585425555, 'rd': 122}","{'rating': 2387, 'date': 1587490060, 'rd': 49}","{'rating': 1863, 'date': 1582092235, 'rd': 81}","{'rating': 2304, 'date': 1578960185, 'rd': 57}","{'win': 144, 'loss': 86, 'draw': 37}","{'win': 1879, 'loss': 1436, 'draw': 237}","{'win': 1824, 'loss': 1454, 'draw': 139}","{'win': 347, 'loss': 225, 'draw': 48, 'time_per_move': 26271, 'timeout_percent': 0}"
24,adaar,NM,US,1587688003,1250096543,"{'rating': 2401, 'date': 1434393804, 'rd': 77}","{'rating': 2104, 'date': 1587600678, 'rd': 30}","{'rating': 1954, 'date': 1587448829, 'rd': 68}","{'rating': 1698, 'date': 1567233566, 'rd': 283}","{'win': 27, 'loss': 17, 'draw': 2}","{'win': 1802, 'loss': 1207, 'draw': 169}","{'win': 31, 'loss': 16, 'draw': 2}","{'win': 898, 'loss': 316, 'draw': 200, 'time_per_move': 38554, 'timeout_percent': 0}"
25,adamcormier,NM,CA,1587607805,1266695722,"{'rating': 2000, 'date': 1418167040, 'rd': 137}","{'rating': 2400, 'date': 1556356405, 'rd': 21}","{'rating': 2219, 'date': 1478277613, 'rd': 115}","{'rating': 2215, 'date': 1587356608, 'rd': 30}","{'win': 9, 'loss': 2, 'draw': 0}","{'win': 3925, 'loss': 3416, 'draw': 466}","{'win': 6837, 'loss': 6682, 'draw': 529}","{'win': 37, 'loss': 5, 'draw': 5, 'time_per_move': 49046, 'timeout_percent': 0}"
26,adamweissbarth,NM,US,1211782594,1211782594,N/A,N/A,"{'rating': 2282, 'date': 1257232981, 'rd': 161}",N/A,N/A,N/A,N/A,"{'win': 56, 'loss': 13, 'draw': 13, 'time_per_move': 8948, 'timeout_percent': 0}"
27,addisonlee1972,NM,US,1587698011,1567998117,"{'rating': 1641, 'date': 1586143954, 'rd': 80}","{'rating': 2062, 'date': 1585941941, 'rd': 50}",N/A,"{'rating': 2125, 'date': 1587759707, 'rd': 26}","{'win': 20, 'loss': 1, 'draw': 1}","{'win': 87, 'loss': 32, 'draw': 6}","{'win': 257, 'loss': 141, 'draw': 18}",N/A
28,adithyab-bal,NM,US,1351730662,1346268313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29,adrian_pantazi,NM,RO,1568134571,1509439427,"{'rating': 1766, 'date': 1567780822, 'rd': 50}","{'rating': 2032, 'date': 1568120560, 'rd': 50}","{'rating': 1695, 'date': 1579921201, 'rd': 51}","{'rating': 1513, 'date': 1567874073, 'rd': 58}","{'win': 62, 'loss': 31, 'draw': 23}","{'win': 193, 'loss': 73, 'draw': 42}","{'win': 35, 'loss': 58, 'draw': 8}","{'win': 166, 'loss': 63, 'draw': 74, 'time_per_move': 10924, 'timeout_percent': 0}"
30,aemulus20,NM,US,1587697566,1551673123,"{'rating': 2117, 'date': 1559880303, 'rd': 149}","{'rating': 2512, 'date': 1587772231, 'rd': 24}",N/A,"{'rating': 2475, 'date': 1587091389, 'rd': 49}","{'win': 3, 'loss': 2, 'draw': 1}","{'win': 1323, 'loss': 992, 'draw': 243}","{'win': 243, 'loss': 194, 'draw': 28}",N/A
31,agent-jl,NM,US,1587700853,1447972230,"{'rating': 2325, 'date': 1587356199, 'rd': 100}","{'rating': 2514, 'date': 1587772387, 'rd': 18}","{'rating': 1665, 'date': 1529583030, 'rd': 133}","{'rating': 2506, 'date': 1587771969, 'rd': 23}","{'win': 10, 'loss': 5, 'draw': 4}","{'win': 2017, 'loss': 1911, 'draw': 264}","{'win': 2701, 'loss': 2914, 'draw': 328}","{'win': 24, 'loss': 7, 'draw': 2, 'time_per_move': 23931, 'timeout_percent': 0}"
32,agentla,NM,US,1587413056,1415828675,N/A,N/A,"{'rating': 1608, 'date': 1418088522, 'rd': 171}",N/A,N/A,N/A,N/A,"{'win': 6, 'loss': 0, 'draw': 0, 'time_per_move': 2905, 'timeout_percent': 0}"
33,agent_jl,NM,US,1587437680,1531239184,N/A,"{'rating': 2164, 'date': 1587268426, 'rd': 119}",N/A,"{'rating': 2321, 'date': 1586402675, 'rd': 86}",N/A,"{'win': 93, 'loss': 113, 'draw': 12}","{'win': 437, 'loss': 495, 'draw': 47}",N/A
34,aggressus,NM,PH,1585809390,1496940884,"{'rating': 1632, 'date': 1530456164, 'rd': 326}","{'rating': 2424, 'date': 1584848407, 'rd': 63}","{'rating': 1866, 'date': 1513503567, 'rd': 282}","{'rating': 2198, 'date': 1579828548, 'rd': 105}","{'win': 0, 'loss': 0, 'draw': 1}","{'win': 250, 'loss': 217, 'draw': 39}","{'win': 114, 'loss': 127, 'draw': 9}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 135943, 'timeout_percent': 0}"
35,agner-car,NM,US,1509322556,1346214729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,aicrossover,NM,US,1587223985,1433362001,N/A,"{'rating': 2211, 'date': 1586612174, 'rd': 31}",N/A,"{'rating': 2354, 'date': 1530909779, 'rd': 94}",N/A,"{'win': 1979, 'loss': 1990, 'draw': 257}","{'win': 350, 'loss': 376, 'draw': 34}",N/A
37,ajgreen,NM,US,1587683168,1229200591,"{'rating': 2450, 'date': 1586224724, 'rd': 265}","{'rating': 2391, 'date': 1587003872, 'rd': 30}","{'rating': 2115, 'date': 1587666493, 'rd': 52}","{'rating': 2220, 'date': 1586918681, 'rd': 42}","{'win': 6, 'loss': 1, 'draw': 0}","{'win': 7641, 'loss': 6510, 'draw': 1032}","{'win': 737, 'loss': 504, 'draw': 57}","{'win': 1176, 'loss': 271, 'draw': 149, 'time_per_move': 30260, 'timeout_percent': 0}"
38,ajian,NM,US,1587684474,1269100668,"{'rating': 1943, 'date': 1587748405, 'rd': 155}","{'rating': 2329, 'date': 1587689665, 'rd': 24}","{'rating': 2006, 'date': 1584805632, 'rd': 114}","{'rating': 2200, 'date': 1587755537, 'rd': 29}","{'win': 143, 'loss': 111, 'draw': 17}","{'win': 3891, 'loss': 3118, 'draw': 635}","{'win': 7930, 'loss': 6224, 'draw': 751}","{'win': 440, 'loss': 290, 'draw': 96, 'time_per_move': 47570, 'timeout_percent': 0}"
39,akatz-nj,NM,US,1509323510,1377159721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,akatz-ny,NM,US,1354400874,1346273069,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41,akdog3,NM,US,1587704597,1302571077,N/A,"{'rating': 2055, 'date': 1587611312, 'rd': 47}","{'rating': 2386, 'date': 1587655804, 'rd': 81}","{'rating': 2000, 'date': 1383449785, 'rd': 288}",N/A,"{'win': 6010, 'loss': 5096, 'draw': 475}","{'win': 1, 'loss': 1, 'draw': 0}","{'win': 571, 'loss': 191, 'draw': 54, 'time_per_move': 24563, 'timeout_percent': 0}"
42,akgod,NM,US,1587694036,1277834870,"{'rating': 1984, 'date': 1550348896, 'rd': 132}","{'rating': 2101, 'date': 1587479564, 'rd': 40}","{'rating': 1636, 'date': 1584654413, 'rd': 155}","{'rating': 1977, 'date': 1587402878, 'rd': 44}","{'win': 261, 'loss': 207, 'draw': 25}","{'win': 2232, 'loss': 2144, 'draw': 377}","{'win': 336, 'loss': 273, 'draw': 28}","{'win': 21, 'loss': 18, 'draw': 2, 'time_per_move': 21618, 'timeout_percent': 0}"
43,aking-man,NM,US,1353386257,1346277088,"{'rating': 2303, 'date': 1353385926, 'rd': 292}",N/A,N/A,N/A,"{'win': 1, 'loss': 0, 'draw': 0}",N/A,N/A,N/A
44,aking-ny,NM,US,1509323252,1377160209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45,alacritous,NM,US,1587695551,1254176509,"{'rating': 2062, 'date': 1550443158, 'rd': 90}","{'rating': 2134, 'date': 1587698714, 'rd': 20}","{'rating': 1751, 'date': 1587575920, 'rd': 62}","{'rating': 2057, 'date': 1587139092, 'rd': 85}","{'win': 22, 'loss': 23, 'draw': 2}","{'win': 8251, 'loss': 7127, 'draw': 887}","{'win': 824, 'loss': 700, 'draw': 49}","{'win': 1186, 'loss': 747, 'draw': 170, 'time_per_move': 7229, 'timeout_percent': 0}"
46,alanzhang,NM,US,1587650585,1339180007,"{'rating': 1997, 'date': 1587344808, 'rd': 108}","{'rating': 2138, 'date': 1587495645, 'rd': 45}","{'rating': 1891, 'date': 1587747448, 'rd': 75}","{'rating': 1793, 'date': 1569110608, 'rd': 122}","{'win': 619, 'loss': 587, 'draw': 38}","{'win': 552, 'loss': 490, 'draw': 25}","{'win': 125, 'loss': 102, 'draw': 5}","{'win': 257, 'loss': 365, 'draw': 8, 'time_per_move': 39960, 'timeout_percent': 0}"
47,albertiny1,NM,US,1563304003,1471912408,"{'rating': 2196, 'date': 1539299533, 'rd': 170}","{'rating': 2097, 'date': 1563149133, 'rd': 26}","{'rating': 1971, 'date': 1548077848, 'rd': 214}","{'rating': 2000, 'date': 1542248897, 'rd': 43}","{'win': 10, 'loss': 2, 'draw': 2}","{'win': 11215, 'loss': 12394, 'draw': 1564}","{'win': 960, 'loss': 1016, 'draw': 63}","{'win': 2, 'loss': 0, 'draw': 1, 'time_per_move': 30189, 'timeout_percent': 0}"
48,albertliang88,NM,US,1587414026,1499654082,N/A,"{'rating': 2370, 'date': 1587414398, 'rd': 113}",N/A,N/A,N/A,"{'win': 5, 'loss': 3, 'draw': 1}",N/A,N/A
49,albertoarnedo,NM,US,1585620995,1508777777,N/A,"{'rating': 2223, 'date': 1581426085, 'rd': 76}","{'rating': 1774, 'date': 1524905401, 'rd': 83}","{'rating': 2218, 'date': 1572910071, 'rd': 97}",N/A,"{'win': 479, 'loss': 323, 'draw': 45}","{'win': 549, 'loss': 358, 'draw': 36}","{'win': 49, 'loss': 14, 'draw': 0, 'time_per_move': 26404, 'timeout_percent': 0}"
50,alconjohndatu,NM,PH,1585744936,1278497909,N/A,"{'rating': 2459, 'date': 1582197647, 'rd': 106}",N/A,"{'rating': 2397, 'date': 1585655759, 'rd': 53}",N/A,"{'win': 82, 'loss': 90, 'draw': 15}","{'win': 1866, 'loss': 1916, 'draw': 146}",N/A
51,aleskeroff,NM,US,1587245256,1475439323,N/A,"{'rating': 2300, 'date': 1587246124, 'rd': 332}",N/A,"{'rating': 2300, 'date': 1552436121, 'rd': 167}",N/A,"{'win': 1, 'loss': 0, 'draw': 0}","{'win': 5, 'loss': 3, 'draw': 0}",N/A
52,alexanderking,NM,US,1587657488,1310596627,"{'rating': 2118, 'date': 1587492318, 'rd': 124}","{'rating': 2582, 'date': 1587739906, 'rd': 25}","{'rating': 2039, 'date': 1556063946, 'rd': 172}","{'rating': 2600, 'date': 1581822792, 'rd': 25}","{'win': 106, 'loss': 46, 'draw': 14}","{'win': 5596, 'loss': 3911, 'draw': 895}","{'win': 9475, 'loss': 7058, 'draw': 1214}","{'win': 45, 'loss': 8, 'draw': 6, 'time_per_move': 18765, 'timeout_percent': 0}"
53,alexandrasamaganova,NM,KG,1587695646,1554830864,"{'rating': 1787, 'date': 1587148561, 'rd': 111}","{'rating': 2082, 'date': 1587658787, 'rd': 28}","{'rating': 1730, 'date': 1587566916, 'rd': 55}","{'rating': 2111, 'date': 1587658008, 'rd': 31}","{'win': 8, 'loss': 7, 'draw': 2}","{'win': 657, 'loss': 562, 'draw': 95}","{'win': 1011, 'loss': 696, 'draw': 61}","{'win': 385, 'loss': 147, 'draw': 67, 'time_per_move': 34194, 'timeout_percent': 8.93}"
54,alexcn1,NM,US,1587039238,1313352165,"{'rating': 2158, 'date': 1553650353, 'rd': 264}","{'rating': 1979, 'date': 1584979906, 'rd': 82}","{'rating': 946, 'date': 1559767120, 'rd': 290}","{'rating': 1744, 'date': 1573895636, 'rd': 76}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 911, 'loss': 854, 'draw': 92}","{'win': 254, 'loss': 265, 'draw': 12}","{'win': 3, 'loss': 0, 'draw': 0, 'time_per_move': 60814, 'timeout_percent': 0}"
55,alex_zapata,NM,US,1587682799,1443572518,N/A,"{'rating': 2247, 'date': 1587755925, 'rd': 27}",N/A,"{'rating': 2215, 'date': 1587775329, 'rd': 21}",N/A,"{'win': 7397, 'loss': 6659, 'draw': 950}","{'win': 7374, 'loss': 6146, 'draw': 693}",N/A
56,alikhan_irgaliyev,NM,KZ,1587682075,1527513571,"{'rating': 2244, 'date': 1562981375, 'rd': 276}","{'rating': 2419, 'date': 1587486896, 'rd': 36}",N/A,"{'rating': 2457, 'date': 1587758201, 'rd': 22}","{'win': 2, 'loss': 0, 'draw': 0}","{'win': 400, 'loss': 307, 'draw': 55}","{'win': 427, 'loss': 332, 'draw': 51}",N/A
57,aliksis7,NM,CA,1587703824,1338367398,"{'rating': 2001, 'date': 1439394164, 'rd': 214}","{'rating': 2212, 'date': 1587705922, 'rd': 38}","{'rating': 1681, 'date': 1484973495, 'rd': 186}","{'rating': 1517, 'date': 1495664312, 'rd': 220}","{'win': 2, 'loss': 4, 'draw': 0}","{'win': 1461, 'loss': 1835, 'draw': 175}","{'win': 1, 'loss': 20, 'draw': 0}","{'win': 22, 'loss': 7, 'draw': 6, 'time_per_move': 42437, 'timeout_percent': 0}"
58,aljado,NM,UY,1587649929,1446601872,N/A,"{'rating': 2200, 'date': 1587346085, 'rd': 55}",N/A,"{'rating': 2200, 'date': 1587243046, 'rd': 179}",N/A,"{'win': 74, 'loss': 31, 'draw': 10}","{'win': 3, 'loss': 3, 'draw': 0}",N/A
59,alkaline1,NM,US,1582016724,1374191606,"{'rating': 2059, 'date': 1510016136, 'rd': 314}","{'rating': 1978, 'date': 1569726777, 'rd': 110}",N/A,"{'rating': 2088, 'date': 1554545069, 'rd': 72}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 16, 'loss': 10, 'draw': 0}","{'win': 17, 'loss': 10, 'draw': 3}",N/A
60,allderdice,NM,US,1587692085,1275353954,"{'rating': 1759, 'date': 1544148738, 'rd': 186}","{'rating': 1879, 'date': 1585088122, 'rd': 143}",N/A,"{'rating': 1576, 'date': 1504400511, 'rd': 65}","{'win': 5, 'loss': 0, 'draw': 0}","{'win': 498, 'loss': 444, 'draw': 24}","{'win': 415, 'loss': 331, 'draw': 14}",N/A
61,allenbecker,NM,US,1587699730,1349011179,"{'rating': 1753, 'date': 1587691559, 'rd': 205}","{'rating': 2167, 'date': 1586483127, 'rd': 152}","{'rating': 2277, 'date': 1483471804, 'rd': 153}",N/A,"{'win': 5, 'loss': 2, 'draw': 0}","{'win': 24, 'loss': 16, 'draw': 4}",N/A,"{'win': 39, 'loss': 0, 'draw': 10, 'time_per_move': 14553, 'timeout_percent': 0}"
62,allvim,NM,BR,1587703653,1407805358,"{'rating': 2304, 'date': 1587102781, 'rd': 144}","{'rating': 2309, 'date': 1587710296, 'rd': 28}","{'rating': 1453, 'date': 1535980807, 'rd': 156}","{'rating': 2144, 'date': 1587705767, 'rd': 30}","{'win': 8, 'loss': 2, 'draw': 1}","{'win': 1958, 'loss': 1594, 'draw': 290}","{'win': 1742, 'loss': 1463, 'draw': 182}","{'win': 32, 'loss': 22, 'draw': 1, 'time_per_move': 10248, 'timeout_percent': 0}"
63,almirdzhumaev,NM,KG,1437435341,1394250552,N/A,"{'rating': 2072, 'date': 1430856331, 'rd': 58}",N/A,"{'rating': 2270, 'date': 1412886640, 'rd': 13}",N/A,"{'win': 1397, 'loss': 1169, 'draw': 155}","{'win': 3378, 'loss': 2827, 'draw': 324}",N/A
64,alphabroker,NM,US,1579031887,1391371795,N/A,"{'rating': 2100, 'date': 1508087016, 'rd': 114}",N/A,"{'rating': 2100, 'date': 1507301518, 'rd': 309}",N/A,"{'win': 8, 'loss': 4, 'draw': 0}","{'win': 0, 'loss': 1, 'draw': 0}",N/A
65,alquadir,NM,US,1587704101,1228674825,N/A,"{'rating': 2426, 'date': 1587775821, 'rd': 33}","{'rating': 1690, 'date': 1585218249, 'rd': 259}","{'rating': 2191, 'date': 1586908399, 'rd': 46}",N/A,"{'win': 96, 'loss': 53, 'draw': 7}","{'win': 562, 'loss': 386, 'draw': 34}","{'win': 12, 'loss': 1, 'draw': 3, 'time_per_move': 7674, 'timeout_percent': 0}"
66,als2005,NM,XX,1587242531,1413851637,"{'rating': 2100, 'date': 1498086331, 'rd': 99}","{'rating': 2135, 'date': 1587252989, 'rd': 76}","{'rating': 1596, 'date': 1572853203, 'rd': 108}","{'rating': 1961, 'date': 1565129582, 'rd': 64}","{'win': 230, 'loss': 199, 'draw': 39}","{'win': 728, 'loss': 637, 'draw': 83}","{'win': 911, 'loss': 875, 'draw': 76}","{'win': 122, 'loss': 152, 'draw': 8, 'time_per_move': 57780, 'timeout_percent': 0}"
67,alvarez-mia,NM,US,1348713907,1346217494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68,amazingoid,NM,US,1587690264,1330322752,N/A,"{'rating': 2370, 'date': 1561776357, 'rd': 104}",N/A,"{'rating': 2508, 'date': 1461387214, 'rd': 92}",N/A,"{'win': 83, 'loss': 58, 'draw': 4}","{'win': 569, 'loss': 280, 'draw': 45}",N/A
69,amerkeshev-la,NM,US,1509321956,1377168776,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
